ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
29	Corpse	white3.bmp	Bob	yelled at an eight-year-old boy for riding his bike on the sidewalk	neg	u	Correct	1.536632	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
29	Trash	white3.bmp	Bob	spent his day off assisting his mother around the house	pos	c	Correct	3.242576	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	Death	white3.bmp	Bob	took baby birds that he found in a nest that had fallen from a tree and nursed them to adulthood	pos	c	Correct	4.655153	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	Death	white3.bmp	Bob	gave $20 to the United Appeal	pos	c	Correct	1.709244	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	Pain	white3.bmp	Bob	buys all of his colleagues a drink at the bar	pos	c	Correct	1.656599	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	Ugly	white3.bmp	Bob	deliberately smoked even though he was in the “no smoking” section of the theater	neg	u	Correct	2.116468	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
29	Trash	white3.bmp	Bob	bought groceries for an elderly lady next door who was ill	pos	c	Correct	3.015231	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	Death	white3.bmp	Bob	walked out of a restaurant without paying the bill	neg	u	Correct	2.157663	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
29	Hurt	white3.bmp	Bob	rode his bike to work every day to cut down on pollution and gas consumption	pos	c	Correct	2.566639	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	Hell	white3.bmp	Bob	shut a neighbors' door when they accidentally left it open	pos	c	Correct	1.959199	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	Pain	white3.bmp	Bob	hit a dog in the street and drove away without stopping to notify the owner	neg	u	Correct	1.359903	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
29	Corpse	white3.bmp	Bob	keeps things down when children are sleeping	pos	c	Correct	1.913244	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	Hell	white3.bmp	Bob	offered to assist an elderly lady put up storm windows	pos	c	Correct	1.979937	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	Stink	white3.bmp	Bob	broke his sister's guitar because he was angry	neg	u	Correct	3.060321	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
29	Death	white3.bmp	Bob	adopted small children and raised them as if they were his own	pos	c	Correct	2.505336	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	Hell	white3.bmp	Bob	didn’t show up as a material witness for a drug case that involved his brother	neg	u	Correct	2.635803	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
29	Spider	white3.bmp	Bob	kicked his dog for eating some cheese left near the edge of the table	neg	u	Correct	1.705952	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
29	Pain	white3.bmp	Bob	gives directions to a driver who is lost	pos	c	Correct	2.133167	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	War	white3.bmp	Bob	dented another car in a parking lot and refused to leave his name	neg	u	Correct	2.150919	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
29	War	white3.bmp	Bob	taught his brother how to swim	pos	c	Correct	1.865191	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	Death	white3.bmp	Bob	reported to the ski patrol that a teammate hadn’t returned on time from a cross-country ski tour	pos	c	Correct	4.037254	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	Hell	white3.bmp	Bob	parked his car in a space that was marked for a disabled person	neg	u	Correct	2.771299	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
29	Stink	white3.bmp	Bob	ignored a hit-and-run accident in which a person was thrown from a car	neg	u	Correct	1.779918	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
29	Pain	white3.bmp	Bob	was fined $500 for littering at a National Park	neg	u	Correct	2.227847	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
29	Ugly	white3.bmp	Bob	ignored someone who had an accident on the ski slope by skiing by too fast to stop	neg	u	Correct	3.345182	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
29	Trash	white3.bmp	Bob	played his record player loudly late at night	neg	u	Correct	1.947120	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
29	Ugly	white3.bmp	Bob	went on a low fat diet and lost 20 pounds	pos	c	Correct	1.989170	2	2	pos	MacMini1.local	2017-09-14_18.02.29.563310
29	Trash	white3.bmp	Bob	stood on a street corner and insulted the people who walked by	neg	u	Correct	1.996542	2	2	neg	MacMini1.local	2017-09-14_18.02.29.563310
